"","user_id","screen_name","name","location","description","followers_count","friends_count","statuses_count","favourites_count","account_created_at","verified"
"810","1095918566916976641","ScarletImpaler","TheScarletImpaler","Maryland, USA","Cosplayer, 3D printer, prop maker, streamer, veteran, historian, professional. Taking art further.",128,68,488,81,2019-02-14 05:32:02,FALSE
"811","713308103068889089","FloreZwx","Flore Z.",NA,"3d printing, art, tech, meows.",1141,3205,706,10458,2016-03-25 10:14:39,FALSE
"812","777462371149156353","MargaretSiegien","Margaret Siegien <U+0001F4AB> <U+0001F30E><U+0001F680>","Chicago , IL , USA","President at @iTrucker_ Passionate about #tech #AI #HealthTech #Innovation #Science #Space #SocialMedia #Science #SupplyChain #SMM #VR #AR #WomeninTech",5625,1812,11148,23653,2016-09-18 11:00:48,FALSE
"813","2735137055","EmilioLozanoJ","Emilio Lozano <U+0001F3F5><U+FE0F> <U+0001F480><U+0001F56F><U+FE0F><U+0001F1F2><U+0001F1FD>","Stark Industries","Ing. Mecánico con especialidad en Mecatrónica #SoyUAM

Hobbies: Fotografía y tocar la Guitarra.",260,530,4975,9357,2014-08-06 14:24:55,FALSE
"814","31573274","defrisselle","Chris Fraser","St. Lawrence Co., NY","Medieval Warrior Computer Geek
Amiga - C64 Retro Enthusiast
Physics Nerd - FOSS Nut - RUNBSD",624,564,34454,144234,2009-04-16 00:24:23,FALSE
"815","800290908","sofija9797","Saharcia Wszechpotezna",NA,"",13,135,105,1961,2012-09-03 12:20:22,FALSE
"816","727628220099526656","StanfordEMED","StanfordEM","Stanford, CA","https://t.co/UD7PLG0U49
Transforming healthcare for all by leading in the advancement of emergency medicine through innovation and scientific discovery.",2639,357,2218,569,2016-05-03 22:37:41,FALSE
"817","832637548375666688","catherinedoc12","Catherine Kennedy","El Paso, TX","",1220,767,9936,14316,2017-02-17 17:07:16,FALSE
"818","383086355","92AcuraGSR","Kenny Campbell #BlackLivesMatter","Middletown Ohio","Tweets/Retweets may/may not be endorsements. #FBR #UniteBlue<U+0001F30A> #CimateEmergency #LGBTQAlly #MeToo F.B @HollowayHorace @BarbaraKJanik @DevinCow",3262,3550,92195,54507,2011-10-01 07:25:58,FALSE
"819","1251125814","orionrobots","orionrobots","Richmond, Surrey, Uk","Danny Staple. Author of Learn Robotics Programming. #python, #Electronics with #RaspberryPi and Arduino. Maker, mentor and warranty voider.",2060,2284,9553,16342,2013-03-08 08:29:14,FALSE
"820","1178794918283743232","M4x1m1ll14n1","M4x1m1ll14n",NA,"",2,192,1429,5488,2019-09-30 22:13:23,FALSE
"821","1151964207346331648","printpuffpass","printpuffpass",NA,"<U+0001F33F>3D Printing Smokeshop
<U+0001F5A8>Produced in-house/on-demand
<U+0001F1FA><U+0001F1F8>Manufactured in the USA
<U+0001F6E0>Prototyping/Wholesale/Custom
<U+2757><U+FE0F>Follow us @printpuffpass",150,2,153,589,2019-07-18 21:17:24,FALSE
"822","767992536233238528","MaureenTRoss","Maureen Ross","Brisbane, Queensland","PhD student in biofabrication <U+0001F469><U+0001F3FB><U+200D><U+0001F52C><U+0001F52C>Wanabe urban farmer <U+0001F469><U+0001F3FB><U+200D><U+0001F33E><U+0001F331> 
Interested in #bioprinting and #meltelectrowriting | @QUT
Living on Turrbal & Jagera Land",275,298,450,1180,2016-08-23 07:51:04,FALSE
"823","858865372031791104","Nuttysquirrelgm","Marion Smircic aka Drunk3nsquirr3l/NuttySquirrel","United States","Gamer, streamer, musician, 3D printing hobbyist, and author of Dark Machination. <U+2615><U+0001F37B>  #WritingCommunity
https://t.co/BiEop8t4Zb
https://t.co/OdgIuCObbz…",1543,1852,5413,6681,2017-05-01 02:07:16,FALSE
"824","627358296","SJSEdmonds","Simon Edmonds","Preston, Dorset","Innovate UK Deputy Exec Chair & Chief Business Officer views are all mine",4190,2617,18650,8556,2012-07-05 10:45:13,FALSE
"825","1288850729424355330","AcuarelaMar","Dulce Acuarela Del Mar Espinosa",NA,"",3,124,74,21,2020-07-30 14:55:59,FALSE
"826","258788589","Pierre018","Pierre Ber",NA,"",2270,4990,66613,122075,2011-02-28 14:10:59,FALSE
"827","394064055","_chimchimtim_","chimchim","the trunk of the Mach 5","#BlackLivesMatter",1553,2790,27928,13491,2011-10-19 14:29:17,FALSE
"828","3318683538","RMS_FredMacias","Alfredo Macias","El Paso, TX","Riverside Middle School Innovative Technology Support. Mr. Fix It <U+0001F44D><U+0001F3FD>",416,348,3270,11239,2015-08-18 14:00:24,FALSE
"829","715012539935948802","avatarmiles","heIIboy","any pronouns  / 20 / BLM","#venom <U+2800> Hi Wade!!!  <U+0001F338>  Hi Yukio!!! <U+2800> #xmen",594,433,10114,77573,2016-03-30 03:07:28,FALSE
"830","2317971697","PEM_Ultrasound","Peter Snelling",NA,"Emergency Physician, Paediatric Emergency Physician and General Paediatrician. Point-of-care Ultrasound enthusiast. Husband and father of 5",203,301,693,104,2014-01-29 23:35:47,FALSE
"831","28377304","gvgoebel","Greg Goebel","Loveland CO","Old white American guy.",148,0,112,9,2009-04-02 17:18:32,FALSE
"832","4350910828","Yogui6664","Yogui <U+0001F98A> <U+0001F637>","Web","Web surfer ... RSSI dans des hôpitaux... 




L'humour nous sauvera tous",1271,550,21047,42294,2015-12-02 13:17:17,FALSE
"833","3431531824","PFLab","@PFLab <U+0001F680> <U+0001F1EA><U+0001F1FA>",NA,"The Permanent Future Lab is where the #future evolves! Everything #FutureTech  #FutureMobility #FutureHealth Follow @permanentfuture
 @society30 @PostNormalEra",2020,5000,89662,136660,2015-08-19 13:13:13,FALSE
"834","3164501370","fariq_atrash","Fariq Ghani",NA,"",12,235,40,2,2015-04-19 23:25:57,FALSE
"835","905301880842182658","NaomiCPaxton","Naomi Paxton","Brisbane, Queensland","Biofabrication Researcher @QUT
& STEM Ambassador",478,203,484,1354,2017-09-06 05:29:22,FALSE
"836","883756605011054596","alternative200","Renaissance","U.K.","The withered minds are excluded",1103,2678,116443,43516,2017-07-08 18:36:08,FALSE
"837","3057023217","ttliias","Timo Liias","Vihti, Finland <U+200B><U+0001F1EB><U+0001F1EE>","Part-time ;) 
@WestSlothGames",6322,6165,45384,41883,2015-02-23 20:20:52,FALSE
"838","770285228929712128","toudajew","MotionDesign","Katowice, Polska","3D ARTIST #sidefx #houdini #blender3d #unrealengine4 #ue4 #cinema4d #cycles #python #developer https://t.co/K4ga1SUaxh",20303,19202,165807,135925,2016-08-29 15:41:24,FALSE
"839","1163248294879006722","LaLouve3d","La Louve 3D",NA,"Création 3D de miniatures pour le jeu de rôle. Nous proposons des fichiers STL imprimables sans support ou avec des supports inclus dans le fichier.",112,130,179,484,2019-08-19 00:36:55,FALSE
"840","1667105455","PaulDalcanale","Paul Dalcanale",NA,"Making fun stuff with Laser Engravers, 3D printers, CNC Machines, and other tech!",26,51,232,32,2013-08-13 07:15:04,FALSE
"841","1595684678","FutureTechAMS","FutureTechAMS","Amsterdam, Nederland","FutureTech | AI | Fintech | Regtech | Blockchain | startups",780,899,11718,6980,2013-07-15 11:57:40,FALSE
"842","728419278","penguin5932","<U+30B9><U+30D7><U+30FC><U+30F3>",NA,"Spoon<U+3002><U+30DA><U+30F3><U+30AE><U+30F3><U+597D><U+304D><U+3002><U+65C5><U+4EBA><U+3002>",354,370,27218,4657,2012-07-31 13:41:29,FALSE
"843","48465651","vesubio79dc","antonio",NA,"",137,564,10656,12189,2009-06-18 19:48:58,FALSE
"844","731812367244255232","edditive","Dr James Novak","Australia","3D printing for work (and play). Research Fellow @Deakin, Assistant Editor of CAD&A Journal. Father, designer, maker, writer and other things ending in *er.",581,1027,1156,2119,2016-05-15 11:43:59,FALSE
"845","4746316823","cheezdenard","Coach Cheez",NA,"",52,13,243,21,2016-01-08 17:11:47,FALSE
"846","1321890134896316416","VZ0PtacAe65QHBe","<U+0410><U+043D><U+0430><U+0441><U+0442><U+0430><U+0441><U+0438><U+044F>",NA,"",1,30,22,1,2020-10-29 19:02:44,FALSE
"847","771253759758311424","sachiko32114428","<U+0001F609>sachi","JAPAN","N o <U+274C>direct<U+274C> N o chat ,I don't see direct chat,Time zone I'm going out in the morning,<U+96E3><U+3057><U+3044><U+306D>,<U+30A2><U+30A4><U+30B3><U+30F3><U+3082><U+6B73><U+3092><U+3068><U+3063><U+3066><U+304F><U+305F><U+3073><U+308C><U+3066><U+304D><U+305F><U+5F1B><U+3093><U+3060><U+9854><U+52A3><U+5316><U+306E><U+9806><U+756A>",25126,25128,374576,259407,2016-09-01 07:50:00,FALSE
"848","983313126979461121","Artistic_3D","A R T I S T I C",NA,"Y O U R 3 D A R T I S T I C I N S P I R A T I O N",1389,23,48229,13,2018-04-09 11:58:13,FALSE
"849","3262820084","vichandproject","Victoria Hand Project","Victoria, British Columbia","Prosthetics Within Reach! Our mission is to provide #3DPrinted  #prosthetics and #orthotics to #amputees in remote and under-served areas of the world.",932,855,488,892,2015-07-01 03:21:25,FALSE
"850","3241233162","AdamChuckNorse","Adamn73","Brisbane, Queensland","Loves playing with and painting toy soilders, generally being nerdy, gym, running, cycling and obstacle racing.",893,1893,3714,14561,2015-06-10 11:35:52,FALSE
"851","1213214943534665728","bowjrow","Bowjrow",NA,"",7,123,6592,6640,2020-01-03 21:46:12,FALSE
"852","991679857","shaz_gs","Shazaxe","California, USA","",47,201,2932,34174,2012-12-05 20:06:09,FALSE
"853","1025823294933454849","Envisionroboti1","Envisionrobotics","Markham, Ontario","STEM program through robotics, coding, 3D Printing. Kids 6+, located in Thornhill, On. Sign up for our Free Trial Class.",72,164,883,102,2018-08-04 19:18:27,FALSE
"854","115309926","t_ogi","Takashi Ogihara","Shizuoka-Pref.","2013<U+5E74><U+5F0F><U+306E>US<U+30AA><U+30C7><U+30C3><U+30BB><U+30A4>(RL5)<U+306B><U+4E57><U+3063><U+3066><U+3044><U+307E><U+3059><U+3002><U+8DA3><U+5473><U+306E><U+8ECA><U+306E><U+4E8B><U+3084><U+4EAC><U+5546><U+3001><U+30C8><U+30DF><U+30AB><U+306A><U+3069><U+30D6><U+30ED><U+30B0><U+3067><U+305F><U+307E><U+306B><U+545F><U+3044><U+3066><U+3044><U+307E><U+3059><U+3002><U+30DF><U+30CB><U+30AB><U+30FC><U+6539><U+9020><U+306B><U+8208><U+5473><U+3042><U+308A><U+3067><U+3059><U+3002>3D<U+30D7><U+30EA><U+30F3><U+30BF><U+30FC><U+3067><U+5275><U+4F5C><U+6D3B><U+52D5><U+4E2D><U+3002><U+8ECA>·<U+8DA3><U+5473><U+57A2><U+3068><U+30DF><U+30CB><U+30AB><U+30FC><U+57A2>@freewheeling201<U+5206><U+3051><U+305F><U+3064><U+3082><U+308A><U+3067><U+3059><U+304C><U+3001><U+6700><U+8FD1><U+3054><U+3063><U+3061><U+3083><U+306B><U+306A><U+3063><U+3066><U+3044><U+307E><U+3059>(<U+7B11>)",1078,1294,6173,8471,2010-02-18 08:01:43,FALSE
"855","1081811695021051907","Fam4Gamers","fam4gamers","United States","Links https://t.co/I0aYudiXOD A family that likes to play games whether together or separately. From consoles to PC to mobile apps. A Family Of Gamer's.",1367,738,15204,16288,2019-01-06 07:16:21,FALSE
"856","2556976592","KarenMCWood","Karen Wood","Sheffield","Biologist turned engineering project manager at the University of Sheffield. Connect business and academia and help students along the way. All views my own.",207,261,762,515,2014-06-09 14:40:33,FALSE
"857","378070319","Al_McCormick","Alasdair McCormick","British","Selling copiers since 1979!!",157,109,1222,370,2011-09-22 15:55:41,FALSE
"858","1303795277413978112","b9YAJOj6I3rGxJy","<U+0412><U+043B><U+0430><U+0434>",NA,"",2,86,46,4,2020-09-09 20:39:56,FALSE
"859","1251735422","ASDMrWhite","Mr White",NA,"Applied engineering and technology teacher at Avonworth MS/HS, grades 7-12.  #PLTW IED and CIM Certified, 2019 ESWP Educator of the Year!",308,361,1411,2124,2013-03-08 13:27:19,FALSE
"860","1324776775679905796","seppultura2","sepp_ultura",NA,"",2,9,2,0,2020-11-06 18:16:41,FALSE
"861","2776892122","AtomJaay","Atom Jaay","New England","Personal 3D Printing & Social Virtual Reality",479,628,1219,1096,2014-09-19 19:49:30,FALSE
"862","34936037","IC3D_Printers","IC3D Printers","Columbus, Ohio","Largest 3D Printing Service in Central Ohio.  Researching 3D Printed Tooling for the Manufacturing Industry.  Maker of Filament.",3751,3925,2832,2783,2009-04-24 14:20:04,FALSE
"863","2790996109","3DSNorthAmerica","Dassault Systèmes NA","North America","Representing Dassault Systèmes in North America - the #3DEXPERIENCE Company.  Main corporate account: @Dassault3DS. Technical help? Tweet @3DSsupport.",3909,751,4573,1273,2014-09-05 01:51:54,FALSE
"864","3532945456","LorneStreetPS","Lorne Street PS","Glasgow, Scotland","The official Twitter page of Lorne St Primary. Proudly Unlocking Potential In Lorne Street.",1224,967,9820,9494,2015-09-03 10:10:03,FALSE
"865","161891483","jhw3D","Jeremy White <U+2603><U+FE0F>",NA,"Bout that action, boss... It gets real in the field. I'm thankful. #MindCultureForever
<U+0001F520><U+0001F522> #gematria #3Dprinting #bitcoin",813,2653,8707,3041,2010-07-02 02:00:47,FALSE
"866","158388276","bioplasticsmag","bioplastics MAGAZINE","Germany","bioplastics MAGAZINE is the only independent trade magazine worldwide dedicated to bioplastics.",4749,104,1682,34,2010-06-22 14:35:44,FALSE
"867","1320828943700819968","TheslimeyEJ","Ej The Alien","Somewhere on earth, slimey.","They call me EJ. just happened to land on yo block.",4,29,31,17,2020-10-26 20:45:53,FALSE
"868","1312053907988918276","hagslab","HAG'S LAB","Norway","At HAG'S LAB we explore retro and modern computers and technology.",7,33,31,87,2020-10-02 15:37:36,FALSE
"869","762248150","jotaropilipili","Star Platinium",NA,"j’travail en pyjama <U+270C><U+0001F3FD> Haki des Rois. <U+0001F3F4><U+200D><U+2620><U+FE0F> Ce compte n’est plus paix et amour.",859,322,62129,52400,2012-08-16 20:13:41,FALSE
"870","1070768769734230021","Unadelnort3","N<U+0E4F><U+0433>t<U+0454>ñ<U+0E04>",NA,"Colaboradora en @Friki_Vintage - <U+0001F3AE> Ambiente oscuro, espadas, humor acido, estrategía... pero siempre manteniendo la variedad <U+2694><U+FE0F>",1059,580,13608,40871,2018-12-06 19:55:43,FALSE
"871","1311710994868170754","rs2wlPPxpDXnb9z","<U+0418><U+0433><U+043E><U+0440><U+044C>",NA,"<U+043B><U+044E><U+0431><U+043B><U+044E> <U+0442><U+0430><U+0442><U+0443><U+0438><U+0440><U+043E><U+0432><U+043A><U+0438>",0,24,79,12,2020-10-01 16:54:17,FALSE
"872","140999813","Ema2loc","Emma Deloc","Midi-Pyrénées, France","#Colapsologie #Winteriscoming #FreePalestine #TaxeTobin La meilleure forteresse des tyrans, est l'inertie des peuples https://t.co/XSEWh6uODx <U+0001F1E6><U+0001F1E9> #emojicat",45,109,3755,250,2010-05-06 22:56:42,FALSE
"873","912661807982145537","GE_DBradley","Dennis Bradley","Ohio, USA","@GEAdditive, Technology Enthusiast, Physicist, Scouter, USAF Veteran, University of Akron Alum.  My opinions are my own.",95,165,1044,3825,2017-09-26 12:55:06,FALSE
"874","402270043","formlabs","Formlabs","Cambridge, MA","Powerful, affordable 3D printers for professionals.",22989,886,5852,3712,2011-10-31 20:18:32,TRUE
"875","322595467","tecielblog","STAY HOME / STAY SAFE tecielblog","France","De ceux qui ne sont rien et s'en porte bien",2304,1294,14128,1536,2011-06-23 12:45:03,FALSE
"876","926530180188983297","r_frojd","Robin Fröjd","Sverige","A donkey will sink in quicksand, but a mule won't.",2036,5001,1228,976,2017-11-03 19:23:03,FALSE
"877","1074962259359776768","ServicesSilver","Silver-DOT Technology & Services",NA,"Silver-DOT Technology & services. R&D and #strategy #consulting #innovation #DigitalTransformation #4IR #blueeconomy #ArtificialIntelligence   #CircularEconomy",862,1670,15068,10178,2018-12-18 09:39:09,FALSE
"878","118042068","CherryCat96","Cotton Candy<U+0001F352><U+0001F384>",NA,"23 Inviernos| Zurda | Cuenta con mi arco | Black cat | A veces escribo | Cerveza lover | Pelirroja(ojalá) |Aceptamos el amor que creemos merecer<U+0001F308><U+0001F439><U+0001F42D><U+0001F33F>",1706,448,91939,73308,2010-02-27 12:09:07,FALSE
"879","889146050","Forecast3D","FORECAST 3D","Carlsbad, CA","Industrial 3D Printing & Short-Run MFG Services for rapid prototypes & production parts - SLA, FDM, MJF, PolyJET, DMLS, & RTV Casting https://t.co/2fb8frqsaW",588,328,968,360,2012-10-18 15:49:04,FALSE
"880","720041170689265664","TAHARBEJAWI","MERABTINE TAHAR","oran                ","",44,221,13313,1469,2016-04-13 00:09:27,FALSE
"881","345856382","AntonioFindanno","Antonio Findanno",NA,"",45,388,123,209,2011-07-31 08:43:24,FALSE
"882","19063472","citedessciences","citedessciences","Paris, France","Cité des #sciences et de l'industrie #LaScienceEstLà #CultureChezNous
FERMÉE ACTUELLEMENT https://t.co/TEv0L41Qgu",602495,19236,31244,24987,2009-01-16 11:59:22,TRUE
"883","242894622","VHAInnovation","VHA Innovation Ecosystem","Washington, DC","Working toward an agile, Veteran-centered + data-driven @DeptVetAffairs and @VeteransHealth. Follows, tweets + RTs do not signify endorsement.",4182,1046,7316,1853,2011-01-25 21:02:45,FALSE
"884","17846483","MMSOnline","Modern Machine Shop","Cincinnati, OH","With our flagship print publication and our digital presence, we provide integrated media solutions connecting #metalworking buyers and sellers.",12753,899,6219,1590,2008-12-03 19:55:27,FALSE
"885","122014086","Streamhammer","Ingo","Düsseldorf","...ist voll auf Tastatur. Schreibt für Shadowrun DE & die Mephisto. Plant Segway Touren - unironisch!",234,212,19490,15629,2010-03-11 09:23:53,FALSE
"886","2989994859","geekjuniorfr","Geek Junior <U+0001F680>","Gaillac, Occitanie","Le média qui accompagne la vie numérique des ados ! #geek #media #Edtech #coding #apps #robotique #manga #DIY #education #college #lycee #frenchtech",5852,3222,11945,2299,2015-01-21 15:01:04,FALSE
"887","1292153735670628352","DIntroverti","Dédé_L'introvertis",NA,"Bonjour ! Je m'apelle Dédé ! (appeler moi comme ça)
Sexe : Masculin
Âge : 16 années 

J'adore les mangas et anime/ je suis un weeb XD
les jeux vidéos aussi.",19,145,219,1227,2020-08-08 17:40:47,FALSE
"888","1269256977542242306","SehlabakaMr","Mr Joel Sehlabaka",NA,"Inspired By Information Tech Companies and own one!",10,65,218,1,2020-06-06 13:17:15,FALSE
"889","1108444570445139970","CatRoss4Mfg","Catherine Ross","McLean, VA","@AMTonline Director of Education, Smartforce Development | @IMTS_Smartforce | @SME_MFG 30 Under 30 | #NASASocial | MFG & STEM Stan <U+0001F64C><U+0001F3FD> Posts = Mine",462,1713,1075,775,2019-03-20 19:05:54,FALSE
"890","830829227222110214","WarwickSTL","WarwickSTL","Houston, Texas","Retro, Speed Running, Point & Click Adventurer (usually weird & unique games)

<U+2764> my pup Fiona!

Co-Creator @DecentSpeedies

Business Email: WarwickSTL@gmail.com",612,372,3416,3561,2017-02-12 17:21:38,FALSE
"891","1246798508453232640","Peteronlinenie1","Peter onlinenieuwsblog","Overijssel, Nederland","really enjoy blogging and sharing information. And do this via my blog website. From gadgets and 3d printers to music, for example.",2,5,48,16,2020-04-05 13:55:11,FALSE
"892","1273245011203821568","maxmaxov18","max maxov",NA,"<U+041B><U+044E><U+0431><U+043B><U+044E> <U+043B><U+043E><U+0448><U+0430><U+0434><U+0435><U+0439> <U+0438> <U+043F><U+0440><U+0438><U+0440><U+043E><U+0434><U+0443>! <U+0423><U+0432><U+043B><U+0435><U+043A><U+0430><U+044E><U+0441><U+044C> <U+0441><U+043F><U+043E><U+0440><U+0442><U+043E><U+043C>, <U+0431><U+0435><U+0433>, <U+0433><U+043E><U+0440><U+043D><U+044B><U+0435> <U+043B><U+044B><U+0436><U+0438>:)",17,350,138,8,2020-06-17 13:24:08,FALSE
"893","1312033441341468672","womeninstemSA","Women In Stem <U+0001F1FF><U+0001F1E6>",NA,"I am a friendly bot that advocates for female empowerment particularly those in STEM, AI & Tech. My developer is @filweeee",263,1,6539,4,2020-10-02 14:15:37,FALSE
"894","738563698898436096","Afro3dP","Afro3dPrinter-3D<U+6253><U+5370><U+673A>","London, UK.","Doing all things 3D printing, from custom filaments, AR & Apps. 3D print reviews independent honest reviews for all things tech Email: Afro3Dprinter@gmail.com",3144,3255,19076,35965,2016-06-03 02:51:22,FALSE
"895","99800391","Richenks","Richie Jon Mason","Mansfield, England","Freelance . concept/3d artist , Character Artist, #zbrush #3D #keyshot",2016,499,2391,3676,2009-12-27 22:48:00,FALSE
"896","544046556","seba1cantero","Seba Cantero",NA,"just work it",87,197,167,8720,2012-04-03 04:13:06,FALSE
"897","861843343067820032","StrategisClustr","Strategis Cluster","Piraeus, Greece","STRATEGIS Maritime ICT Cluster, #BlueEconomy Knowledge Hub - driver of Smart Sustainable #BlueGrowth. #Maritime #Shipping #DigitalTransformation",2164,3668,32593,18134,2017-05-09 07:20:40,FALSE
"898","351596512","Net32Inc","net32","Cary, NC","Dental Supply Marketplace. Save an average of 48% on Dental Supplies.",872,283,4522,313,2011-08-09 13:39:31,FALSE
"899","1058442552200908806","MGbot3","MGbot",NA,"",27,0,8740,0,2018-11-02 19:35:44,FALSE
"900","1267556670626041857","tessprellis","Tess Remick","Greater Boston, MA","Marketing Intern @prellisbio, the bio-tech company with the fastest, high-res #3Dprinting on the planet! Undergrad @mtholyoke.",152,434,57,62,2020-06-01 20:40:45,FALSE
"901","863051729566302209","de3dprintman","De 3D Printman / Bart Tangermann","Nederland","3D Printing blogger from the Netherlands. <U+0001F1F3><U+0001F1F1> 
Tests - Reviews - Builds - Hacks - YouTube. 
External beta tester for Prusa Research.",2078,2618,7554,22998,2017-05-12 15:22:21,FALSE
"902","1077008722625482752","HealthcareAgg","Healthcare Aggregate",NA,"Aggregated account of healthcare news. Made for the team at the Morning Brew for new newsletters",377,60,53891,0,2018-12-24 01:11:04,FALSE
"903","797218052462891008","Prellisbio","Prellis Biologics","San Francisco, CA","<U+0001F52C> An organ and #TissueEngineering company, revolutionizing transplantation and donation with the fastest, high-res #3DPrinting on the planet.",1749,3006,1078,1969,2016-11-11 23:22:50,FALSE
"904","875707745567223808","RaquelusWallace","Bruja Wallace <U+0001F9D9><U+200D><U+2640><U+FE0F><U+0001F989>",NA,"Arte. <U+0001F4F7><U+0001F58C> Videojuegos. <U+0001F3AE> Lectura. <U+0001F4D6>Baloncesto. <U+0001F3C0> Violín. <U+0001F3BB> Feminista <U+0001F49C> GoT <U+0001F43A>",212,405,13028,24978,2017-06-16 13:32:51,FALSE
"905","2208888608","milaniolivera","olivera kovacevic",NA,"",1391,2778,298533,92964,2013-11-22 12:27:14,FALSE
"906","1106214338434498560","3dque","3DQue Systems Inc.","Vancouver, Canada","Optimize the way you mass produce plastic parts with 24/7 operator-free 3D printing.

Register for our live Q&A on EventBrite: https://t.co/BiY4CHviTH",124,157,392,166,2019-03-14 15:23:45,FALSE
"907","1237120860","3DPrintingStore","3D Printing Store","Denver, CO ","A full service 3D print shop to meet all of your design needs. From idea, to concept, to design and finally the print job itself. We can do it all.",5283,2767,2246,828,2013-03-03 00:34:48,FALSE
"908","408532360","nbbymca","New Britain-Berlin Y","50 High St, New Britain, CT","The YMCA of New Britain-Berlin is an integral part of a Worldwide movement committed to love and serve all people. We're more than a gym. We're a cause.",1055,1729,1118,234,2011-11-09 15:05:09,FALSE
"909","34340244","dynamism","Dynamism",NA,"Leading tech since 1997. Industry-leading 3D printing solutions for business and education. Expert and friendly 3D printing advice for all.",1114,919,2053,3622,2009-04-22 17:45:34,FALSE
"910","388436489","junkisakuraba","JUNKI <U+685C><U+5EAD>","Brazil","lllustrator/Character Design/
Designer/Musician/ 
<U+0001F1E7><U+0001F1F7>
https://t.co/CBDfjEHlvq
Working at @migami_games @TriedgeStudios and freelancer",1338,150,20355,7586,2011-10-10 18:57:05,FALSE
"911","1290940587898810373","rGAtQfI9pO5zla9","<U+0415><U+0432><U+0433><U+0435><U+043D><U+0438><U+0439> <U+041C><U+0430><U+043B><U+044B><U+0448><U+0435><U+0432>",NA,"<U+041D><U+0435><U+0442> <U+043F><U+0440><U+043E><U+0431><U+043B><U+0435><U+043C>.",1,249,186,69,2020-08-05 09:21:03,FALSE
"912","1297298200018194433","DroidEmotion","DroidEmotion",NA,"indie game developper
Multiplayer couch game under development (no name yet). Follow to get a chance to win steam codes when it will released ! <U+0001F381><U+0001F3AE>",319,540,52,139,2020-08-22 22:23:54,FALSE
"913","1232747086283780097","F5sasa","<U+0421><U+0430><U+0448><U+0430> <U+041F><U+0435><U+0442><U+0440><U+0435><U+043D><U+043A><U+043E>",NA,"",85,761,366,113,2020-02-26 19:19:52,FALSE
"914","2250950234","3dprintingisfun","3D Universe",NA,"",1150,866,1123,372,2013-12-17 20:43:14,FALSE
"915","565643589","DaniStinson7","<U+0001F383>Dani Stinson<U+0001F383>","Nilfgaard","Freak and proud. Left handed. Fine arts student. Gamer. Melómano. https://t.co/dwegeBDbHJ",785,255,27818,30674,2012-04-28 16:24:41,FALSE
"916","4087912512","DeLoreanDir","DeLorean Directory",NA,"",84,5,2348,6,2015-11-01 06:38:00,FALSE
"917","1290548232859398144","charlie85570589","Charlie586",NA,"3d printing",4,14,11,8,2020-08-04 07:21:03,FALSE
"918","20787729","Katy_Milne","Katy Milne","South Derbyshire","Chief Engineer @the_MTC_org",119,185,205,204,2009-02-13 17:25:01,FALSE
"919","163905492","TioCals","Carlos Milio","Valencia","Multidisciplinar - Arte & Tecnología
... 
Más metas - Más objetivos",957,953,10598,2397,2010-07-07 15:26:46,FALSE
"920","614167957","Saicereth","<U+0001D61A><U+0001D622><U+0001D62A><U+0001D624><U+0001D626><U+0001D633><U+0001D626> <U+263E>","Pérdida en las brumas. ","lvl 28 • Press <U+0001F170><U+FE0F> to continue...• <U+2728> There's always another secret <U+2728>• Sufrí la derrota sólo para levantarme de nuevo• 
 #Switch",1281,851,33746,67092,2012-06-21 09:23:15,FALSE
"921","1690544700","KjDesigns365","Kirby Downey","London","Lego nerd. Average gamer. London Solidworks user group leader and European Committee leader. @solidworks Champion. CSWP certified. podcaster at @the_corepodcast",4226,927,5087,2941,2013-08-22 09:44:03,FALSE
"922","921112723211149312","sabinmarketing","Sabin Marketing and Promotions","1682 Indian Hills Drive, Moore Haven, FL 33471 USA","I LOVE my friends photos Pinterest  https://t.co/HkpGWIMSRr Instagram https://t.co/hfNlVz4lT3 Facebook https://t.co/8641RS1vQV https://t.co/kZjLqtmPDz M-F10-5pm 8632339407 smap@sabinmarketing.com",6868,5520,343218,163599,2017-10-19 20:36:01,FALSE
"923","940832638490894336","BlkHwk0ps","Coding for a better world. ¿Need help?","Just were I have to be.","",1758,1331,111033,18,2017-12-13 06:35:55,FALSE
"924","353318176","ASMEdotorg","ASME.org","New York, USA","We're the American Society of Mechanical Engineers, with 100,000+ members in 140+ countries. Promoting engineering and allied sciences.",28560,2791,27635,8876,2011-08-11 22:00:16,TRUE
"925","16967457","greentechdon","Don Robinson","New Jersey","Branding goods and services for a #knowledge economy.
#tech #innovation #fitness #data",3183,641,174134,506,2008-10-25 15:13:11,FALSE
"926","1069950305205391362","FredCave2018","Fred Zé <U+3030><U+FE0F> FredCave","2070","Um Artista do Caralho. <U+0001F339>
<U+0001F3A8> 3D Artist <U+0001F1F5><U+0001F1F9>/<U+0001F1EC><U+0001F1E7>  Twitch Streamer",1059,126,1982,1733,2018-12-04 13:43:26,FALSE
"927","64968850","nittinpatil","Nitin Patil","Pune","Director of Content. Edited over 5000 online articles with original and unique SEO online titles. Open for new job opportunities.",220,609,5431,396,2009-08-12 07:16:13,FALSE
"928","1318295701","Maker3D_Oy","maker3d.fi","Helsinki","Finnish 3D printing company. Our mission is to deliver high quality 3D Prints and 3D Printers.",881,1051,299,87,2013-03-31 12:23:26,FALSE
